HotelCode|PropertyAmenities
132295|Number of floors -
132392|Make use of convenient amenities, which include wireless Internet access (surcharge) and babysitting/childcare (surcharge).
132393|Bar/lounge,Free newspapers in lobby,Sauna
132394|Dry cleaning/laundry service
132395|Pool umbrellas,Free WiFi,Conference space size (feet) -
132396|Elevator/lift,Poolside bar
132397|Bar/lounge
132398|Free newspapers in lobby,Porter/bellhop,Dry cleaning/laundry service,Designated smoking areas,Ferry terminal shuttle (surcharge),Free self parking,Pool sun loungers
132405|Bar/lounge,Gift shops or newsstand,Spa services on site
132430|Coffee/tea in common areas,Beach bar,Babysitting or childcare (surcharge)
132431|Wedding services,Free WiFi
132432|Be sure to enjoy recreational amenities including an outdoor pool and a fitness center. Additional amenities include wireless Internet access (surcharge) and babysitting/childcare (surcharge). Getting to the surf and sand is a breeze with the complimentary beach shuttle.
132433|Concierge services,Breakfast available (surcharge),Number of restaurants -
132434|Number of floors - ,Free newspapers in lobby,Porter/bellhop,Number of meeting rooms -
132588|Laundry facilities
132606|Business center,Dry cleaning/laundry service,24-hour fitness facilities
132834|Fitness facilities,Business center
132914|Bar/lounge,Full-service spa,Free self parking
132915|Restaurant
133082|Gift shops or newsstand,Airport transportation (surcharge),Pool umbrellas,Free WiFi
133083|Limo or Town Car service available,Spa treatment room(s),Wedding services,Free WiFi
133084|ATM/banking,Laundry facilities,Multilingual staff,Children's club (free)
133100|Babysitting or childcare,Spa services on site
133101|Bar/lounge,Free newspapers in lobby,Porter/bellhop,Ferry terminal shuttle (surcharge),Free self parking,Pool sun loungers
133289|Fitness facilities,Television in common areas,Limo or Town Car service available,Spa treatment room(s),Pool umbrellas
133305|Total number of rooms - ,Poolside bar,Front desk (limited hours)
133369|Outdoor pool,Concierge services,Conference space,Garden,Free newspapers in lobby
133370|Restaurant
133768|Spa services on site,Meeting rooms
134085|Bar/lounge,Children's pool
134086|24-hour front desk,Grocery/convenience store,Conference space size (feet) -
134356|Restaurant,Outdoor pool,Breakfast available (surcharge),Number of meeting rooms -
135498|Bar/lounge,Elevator/lift,Year Built
136033|Beauty parlour,Baby sitting,Car parking (Payable to hotel, if applicable),Early check-in,Coach parking,Lifts,Lobby,Outdoor pool,Porterage,Room Service,Sauna,Air conditioning,In-house movie,Hairdryer,Mini bar,Satellite television,Television,Voltage
136037|Outdoor pool,Poolside bar
136048|Elevator/lift,Total number of rooms -
136057|Breakfast available (surcharge),Safe-deposit box at front desk,Free newspapers in lobby
136060|Steam room,Pool umbrellas
136664|Enjoy recreational amenities such as an outdoor pool and a sauna. Additional amenities include complimentary wireless Internet access, wedding services, and a fireplace in the lobby.
136665|Gift shops or newsstand
136666|Fitness facilities,Business center,Steam room
136667|Total number of rooms - ,Garden,Tours/ticket assistance,Number of bars/lounges -
136987|Bar/lounge,Children's pool,Children's club (free)
136988|Outdoor pool,Pool sun loungers
136989|Total number of rooms -
137229|Steam room
137230|Children's pool
137238|Gift shops or newsstand,Airport transportation (surcharge),Multilingual staff
137243|Fitness facilities,Airport transportation (surcharge),Spa treatment room(s),Free WiFi
137245|Children's pool,Safe-deposit box at front desk,24-hour front desk,Shopping center shuttle (surcharge),Terrace
137480|Breakfast available (surcharge),24-hour front desk,Dry cleaning/laundry service,Express check-in,Waterslide
137481|Total number of rooms - ,Free WiFi
137482|Outdoor pool,Concierge services,Coffee shop or café
139965|Free breakfast,Business center,One meeting room
140784|Elevator/lift,Dry cleaning/laundry service,Limo or Town Car service available,Wedding services,Pool umbrellas
140785|Number of buildings/towers -
140786|Airport transportation (surcharge),Free newspapers in lobby,Meeting rooms
140787|Take advantage of recreational opportunities offered, including an outdoor pool, a sauna, and a fitness center. Additional features include complimentary wireless Internet access, babysitting/childcare (surcharge), and gift shops/newsstands.
140788|Spa tub,Children's pool,Pool sun loungers
140790|Dry cleaning/laundry service
140791|Tours/ticket assistance,Beach towels
140792|Babysitting or childcare,24-hour front desk,Dry cleaning/laundry service,One meeting room,Terrace
140954|ATM/banking,Snack bar/deli
140967|Business center,Year Built,Free self parking,Supervised childcare/activities (free)
141032|Elevator/lift,Free wired high-speed Internet,Conference space size (meters) -
141167|Hair salon,24-hour front desk,Limo or Town Car service available,Number of meeting rooms -
141168|Barbecue grill(s),Breakfast available (surcharge),Children's pool,On private beach,Train station pickup (surcharge)
141285|24-hour front desk
141286|Restaurant,Breakfast available (surcharge)
141287|Designated smoking areas,Ferry terminal shuttle (surcharge)
141288|Relax at the full-service spa, where you can enjoy massages, body treatments, and facials. You can take advantage of recreational amenities such as an outdoor pool and a fitness center. Additional amenities include complimentary wireless Internet access and tour/ticket assistance.
141824|Airport transportation (surcharge),Laundry facilities,Television in common areas,Limo or Town Car service available,Spa treatment room(s)
141825|Shopping on site,Total number of rooms - ,Breakfast available (surcharge)
141826|Number of buildings/towers - ,Breakfast available (surcharge),24-hour front desk,Dry cleaning/laundry service,Steam room,Babysitting or childcare (surcharge)
141827|Outdoor pool,Concierge services,Shopping on site,Breakfast available (surcharge),Coffee shop or café
143634|Elevator/lift,Total number of rooms - ,Number of restaurants - ,Luggage storage
143635|Free newspapers in lobby,Smoke-free property
144330|Poolside bar
144410|Meeting rooms,Free self parking
144848|Take time to pamper yourself with a visit to the full-service spa. If you're looking for recreational opportunities, you'll find an outdoor pool, a sauna, and a fitness center. Additional amenities include concierge services, babysitting/childcare, and gift shops/newsstands.
144851|Concierge services,Number of floors - ,Free newspapers in lobby,Porter/bellhop
144898|Bar/lounge,Indoor pool,Total number of rooms - ,24-hour front desk,Conference center
144900|Laundry facilities,Health club,Business center,Dry cleaning/laundry service,Wedding services
145124|Number of floors - ,Poolside bar,Sauna,Wedding services,Tours/ticket assistance,Year Built,Beach bar
145537|Designated smoking areas,Number of meeting rooms -
146118|Restaurant
146119|Outdoor pool
146121|Tours/ticket assistance
146136|Poolside bar,Children's pool,Pool sun loungers
146151|Take in the views from a terrace and a garden and make use of amenities such as complimentary wireless Internet access. This hotel also features a television in the lobby and tour/ticket assistance.
146152|Bar/lounge,Dry cleaning/laundry service
146153|Conference space size (meters) -
146337|Breakfast available (surcharge),Porter/bellhop,Terrace
146343|ATM/banking
146345|Bar/lounge,Garden
146348|Number of buildings/towers - ,Beach towels
146349|Free WiFi
146350|Airport transportation (surcharge),Garden
146352|Fitness facilities,24-hour front desk,Computer station,Babysitting or childcare (surcharge)
146353|Indoor pool,Total number of rooms - ,Beach umbrellas
146354|Television in common areas,Wedding services,Pool umbrellas,Beach umbrellas
146355|Pamper yourself with a visit to the spa, which offers body treatments and facials. Additional amenities include complimentary wireless Internet access, concierge services, and babysitting/childcare. Guests can catch a ride to nearby destinations on the area shuttle (surcharge).
146356|Arcade/game room
146358|Total number of rooms -
146359|Tours/ticket assistance
146361|Outdoor pool,Concierge services,Breakfast available (surcharge),Safe-deposit box at front desk
146363|Poolside bar,Luggage storage
146364|Elevator/lift
146365|Be sure to enjoy recreational amenities including an outdoor pool and a fitness center. Additional features include wireless Internet access (surcharge), concierge services, and gift shops/newsstands.
146366|Concierge services
146912|Outdoor pool,Concierge services,Total number of rooms - ,Conference space,Breakfast available (surcharge),Safe-deposit box at front desk,Smoke-free property,Airport transportation,Parking (limited spaces),Pool sun loungers
146918|Be sure to enjoy recreational amenities including an outdoor pool and a sauna. Additional features include wireless Internet access (surcharge), gift shops/newsstands, and a hair salon. Guests can catch a ride to nearby destinations on the area shuttle (surcharge).
146927|Babysitting or childcare,Multilingual staff,Tours/ticket assistance,Beach towels
146947|Restaurant,Designated smoking areas,Tours/ticket assistance,Beach towels
147484|Fitness facilities,Limo or Town Car service available,Free WiFi,Beach sun loungers
147494|Number of floors - ,Breakfast available (surcharge),Dry cleaning/laundry service,Number of restaurants -
147497|Breakfast available (surcharge),Parking (limited spaces)
147533|Airport transportation (surcharge),Steam room,Year Built
147534|Outdoor pool,Total number of rooms - ,Breakfast available (surcharge),Free newspapers in lobby
147535|24-hour reception,Currency exchange facilities,Garden,Wired Internet,Room service,Laundry service,Medical service,NO Large pets allowed (over 5 kg),NO Small pets allowed (under 5 kg),NO Garage,NO Car park,NO Wheelchair-accessible,Bathroom,Shower,Bathtub,Hairdryer,Direct dial telephone,TV,Internet access,Minibar,Fridge,Tea and coffee making facilities ,Double bed,King-size bed 150-183 width,Individually adjustable air conditioning,Safe,Balcony,Terrace
147537|Restaurant,Picnic area
147595|24-hour front desk,Dry cleaning/laundry service,Computer station
148043|Fitness facilities,Laundry facilities
148129|Fitness facilities,Laundry facilities,Business center,Spa treatment room(s),Wedding services,Designated smoking areas
148130|Number of floors -
148328|Air conditioning,24hr reception,Room service,Bar(s),Car parking,Internet access,Restaurant(s),Outdoor pool(s),Concierge facilities,Maid service,Gym/fitness facilities,Laundry facilities,Massage,Porterage,Sauna,Shop(s),Breakfast room,Double glazing,24hr check-in,Hairdryer,Radio,Safe,Swimming pool(s),Telephone,Cable/satellite TV,Television,Spa facilities,Cafe,Fridge,Garden,High chairs,King-size beds,Medical services,Mini bar/fridge,Currency exchange,Pool bar,Terrace,Conference/banquet facilities,Ironing facilities,Children''s play area,Coffee/tea making facilities,Meeting rooms,Private garage,Balcony/terrace,Dining room,Hi Fi,Air conditioning,Hair salon,Lift/Elevator
